-1.0e0 -1.0e0 6.9305e-1 6.9305e-1
-9.591841e-1 -1.0e0 6.5216e-1 6.5216e-1
-9.18368e-1 -1.0e0 6.1147e-1 6.1147e-1
-8.77552e-1 -1.0e0 5.7097e-1 5.7097e-1
-8.367361e-1 -1.0e0 5.3056e-1 5.3056e-1
-7.959201e-1 -1.0e0 4.9068e-1 4.9068e-1
-7.55104e-1 -1.0e0 4.5111e-1 4.5111e-1
-7.142882e-1 -1.0e0 4.1219e-1 4.1219e-1
-6.734721e-1 -1.0e0 3.7401e-1 3.7401e-1
-6.326561e-1 -1.0e0 3.366e-1 3.366e-1
-5.9184e-1 -1.0e0 3.0031e-1 3.0031e-1
-5.510242e-1 -1.0e0 2.6512e-1 2.6512e-1
-5.102081e-1 -1.0e0 2.3135e-1 2.3135e-1
-4.693921e-1 -1.0e0 1.9908e-1 1.9908e-1
-4.285762e-1 -1.0e0 1.686e-1 1.686e-1
-3.877602e-1 -1.0e0 1.4005e-1 1.4005e-1
-3.469441e-1 -1.0e0 1.1365e-1 1.1365e-1
-3.061282e-1 -1.0e0 8.955e-2 8.955e-2
-2.653122e-1 -1.0e0 6.8e-2 6.8e-2
-2.244962e-1 -1.0e0 4.915e-2 4.915e-2
-1.836801e-1 -1.0e0 3.316e-2 3.316e-2
-1.428642e-1 -1.0e0 2.02e-2 2.02e-2
-1.020482e-1 -1.0e0 1.035e-2 1.035e-2
-6.12321e-2 -1.0e0 3.74e-3 3.74e-3
-2.04163e-2 -1.0e0 4.1e-4 4.1e-4
2.04e-2 -1.0e0 4.1e-4 4.1e-4
6.12158e-2 -1.0e0 3.74e-3 3.74e-3
1.020319e-1 -1.0e0 1.035e-2 1.035e-2
1.428479e-1 -1.0e0 2.019e-2 2.019e-2
1.836638e-1 -1.0e0 3.316e-2 3.316e-2
2.244798e-1 -1.0e0 4.91e-2 4.91e-2
2.652959e-1 -1.0e0 6.8e-2 6.8e-2
3.061118e-1 -1.0e0 8.954e-2 8.954e-2
3.469278e-1 -1.0e0 1.1363e-1 1.1363e-1
3.877438e-1 -1.0e0 1.4005e-1 1.4005e-1
4.285599e-1 -1.0e0 1.686e-1 1.686e-1
4.693758e-1 -1.0e0 1.9908e-1 1.9908e-1
5.101918e-1 -1.0e0 2.3134e-1 2.3134e-1
5.510078e-1 -1.0e0 2.6512e-1 2.6512e-1
5.918237e-1 -1.0e0 3.003e-1 3.003e-1
6.326398e-1 -1.0e0 3.3661e-1 3.3661e-1
6.734558e-1 -1.0e0 3.7396e-1 3.7396e-1
7.142717e-1 -1.0e0 4.1214e-1 4.1214e-1
7.550877e-1 -1.0e0 4.5111e-1 4.5111e-1
